Time;time_err;0.3-1.5keV;0.3-1.5keV_err;1.5-10keV;1.5-10keV_err;HR;HR_err;ID
4080.04;0.00700825;0.044248;0.007025;0.001945;0.001557;0.043951;0.035875;00096052001
4151.78;0.00223451;0.146733;0.021915;0.021512;0.008516;0.146607;0.062027;00096052003
