Time;time_err;0.3-1.5keV;0.3-1.5keV_err;1.5-10keV;1.5-10keV_err;HR;HR_err;ID
1417.51;0.006631;0.179462;0.018268;0.014377;0.005447;0.080113;0.031427;00091635002
1442.35;0.0989677;0.147509;0.007253;0.023357;0.002910;0.158342;0.021210;00091635003
1444.38;0.00645687;0.033120;0.006311;0.003187;0.002032;0.096231;0.064029;00091635004



